vehicle_id,agent_name,vehicle_type,zone,timestamp,hour,speed_kmh,distance_km,idle_time_min,delivery_time_min,status,latitude,longitude
VH105,Agent_105,Scooter,Velachery,2024-02-26 21:45:00,21,16.7,4.24,10.1,14.1,Active,12.956827,80.168998
VH105,Agent_105,Scooter,Velachery,2024-02-28 08:38:00,8,33.4,4.52,18.2,42.1,Idle,13.015112,80.250139
VH105,Agent_105,Scooter,Velachery,2024-02-03 18:55:00,18,51.1,3.33,18.7,58.5,Idle,13.015833,80.216509
VH105,Agent_105,Scooter,Velachery,2024-03-02 16:48:00,16,43.2,9.49,0.4,12.8,Active,12.976629,80.186344
VH105,Agent_105,Scooter,Velachery,2024-03-17 16:24:00,16,22.5,7.73,14.1,55.1,Delayed,13.016997,80.256256
VH105,Agent_105,Scooter,Velachery,2024-03-22 08:04:00,8,20.4,10.04,4.4,53.5,Delayed,12.970283,80.248354
VH105,Agent_105,Scooter,Velachery,2024-03-18 21:01:00,21,29.2,11.78,13.9,51.8,Delayed,13.021677,80.188347
VH105,Agent_105,Scooter,Velachery,2024-02-19 09:56:00,9,40.2,9.26,6.4,16.9,Active,13.028307,80.174656
VH105,Agent_105,Scooter,Velachery,2024-03-27 09:46:00,9,3.0,9.28,6.9,47.8,Delayed,12.996332,80.175411
VH105,Agent_105,Scooter,Velachery,2024-01-23 11:49:00,11,44.4,5.05,4.3,47.4,Delayed,12.974847,80.267718
VH105,Agent_105,Scooter,Velachery,2024-02-14 20:20:00,20,24.1,2.71,9.9,29.9,Active,12.987406,80.200116
VH105,Agent_105,Scooter,Velachery,2024-03-20 19:00:00,19,22.4,3.55,12.3,11.2,Active,12.968753,80.174871
VH105,Agent_105,Scooter,Velachery,2024-03-07 12:28:00,12,15.7,9.4,8.8,28.0,Active,12.968457,80.214424
VH106,Agent_106,Bike,OMR,2024-01-28 15:11:00,15,40.8,6.79,18.1,20.1,Idle,12.921877,80.178736
VH106,Agent_106,Bike,OMR,2024-01-17 23:18:00,23,45.3,4.08,6.9,19.3,Active,12.872767,80.244068
VH106,Agent_106,Bike,OMR,2024-02-17 21:24:00,21,27.6,14.91,5.1,19.6,Active,12.931449,80.255181
VH106,Agent_106,Bike,OMR,2024-02-23 23:56:00,23,29.9,13.6,1.2,18.9,Active,12.905842,80.184546
VH106,Agent_106,Bike,OMR,2024-01-24 18:22:00,18,35.5,8.87,12.3,33.4,Active,12.929196,80.253075
VH106,Agent_106,Bike,OMR,2024-03-16 22:31:00,22,47.5,11.39,1.9,17.2,Active,12.9313,80.229701
VH106,Agent_106,Bike,OMR,2024-02-13 11:21:00,11,34.9,6.59,12.1,45.0,Active,12.913047,80.252125
VH106,Agent_106,Bike,OMR,2024-01-23 14:46:00,14,19.7,11.5,2.2,12.8,Active,12.867988,80.197398
VH106,Agent_106,Bike,OMR,2024-03-09 20:08:00,20,33.6,10.5,9.6,32.4,Active,12.941823,80.253772
VH107,Agent_107,Cycle,Adyar,2024-03-16 20:07:00,20,35.6,10.26,0.0,29.3,Active,13.010916,80.271913
VH107,Agent_107,Cycle,Adyar,2024-02-28 16:39:00,16,32.3,13.47,2.1,35.8,Active,13.014439,80.222148
VH107,Agent_107,Cycle,Adyar,2024-03-05 23:52:00,23,41.3,9.39,18.8,56.8,Idle,12.998592,80.27814
VH107,Agent_107,Cycle,Adyar,2024-01-22 11:26:00,11,19.8,5.9,9.7,10.1,Active,12.982583,80.23065
VH107,Agent_107,Cycle,Adyar,2024-01-21 11:54:00,11,22.2,14.33,17.3,19.1,Idle,12.972691,80.248985
VH107,Agent_107,Cycle,Adyar,2024-02-20 18:01:00,18,30.2,12.63,17.3,48.7,Idle,12.969992,80.214197
VH107,Agent_107,Cycle,Adyar,2024-01-09 22:27:00,22,40.8,2.15,19.0,37.3,Idle,13.020816,80.24478
VH107,Agent_107,Cycle,Adyar,2024-01-11 18:30:00,18,36.1,1.92,10.9,10.0,Active,13.030824,80.233695
VH107,Agent_107,Cycle,Adyar,2024-03-11 17:00:00,17,42.4,8.16,17.5,17.1,Idle,13.020436,80.232906
VH108,Agent_108,Bike,Mylapore,2024-01-28 08:48:00,8,32.1,5.23,18.7,31.7,Idle,13.019251,80.244551
VH108,Agent_108,Bike,Mylapore,2024-01-18 09:47:00,9,36.6,2.84,7.4,43.3,Active,13.005893,80.287064
VH108,Agent_108,Bike,Mylapore,2024-02-22 15:43:00,15,35.6,9.02,8.3,21.9,Active,13.013264,80.283797
VH108,Agent_108,Bike,Mylapore,2024-02-24 21:11:00,21,13.6,1.42,7.4,49.5,Delayed,13.068294,80.295403
VH108,Agent_108,Bike,Mylapore,2024-02-24 18:11:00,18,21.6,1.14,19.9,57.4,Idle,12.995638,80.287495
VH108,Agent_108,Bike,Mylapore,2024-02-06 12:15:00,12,37.0,2.94,2.6,20.7,Active,13.023635,80.260835
VH108,Agent_108,Bike,Mylapore,2024-02-09 23:15:00,23,34.2,2.51,5.5,33.3,Active,12.990698,80.284285
VH108,Agent_108,Bike,Mylapore,2024-02-14 08:33:00,8,11.2,4.68,2.3,32.2,Active,13.019103,80.307392
VH108,Agent_108,Bike,Mylapore,2024-02-10 11:28:00,11,26.0,12.11,2.7,29.3,Active,13.076896,80.317216
VH108,Agent_108,Bike,Mylapore,2024-02-12 14:57:00,14,38.8,9.74,18.4,17.6,Idle,13.069342,80.302087
VH108,Agent_108,Bike,Mylapore,2024-02-26 21:15:00,21,35.6,11.92,17.4,49.3,Idle,12.993526,80.227092
VH108,Agent_108,Bike,Mylapore,2024-02-18 17:58:00,17,11.6,10.95,16.2,29.6,Idle,13.086689,80.250264
VH108,Agent_108,Bike,Mylapore,2024-01-15 10:41:00,10,39.1,1.48,10.5,12.9,Active,13.072602,80.317363
VH108,Agent_108,Bike,Mylapore,2024-02-22 11:32:00,11,37.3,8.73,18.6,19.7,Idle,13.01095,80.221635
VH109,Agent_109,Scooter,Porur,2024-02-06 19:32:00,19,17.8,8.49,17.1,15.5,Idle,12.988143,80.142743
VH109,Agent_109,Scooter,Porur,2024-03-05 13:49:00,13,27.1,3.57,14.7,31.7,Active,13.064274,80.163318
VH109,Agent_109,Scooter,Porur,2024-02-02 09:23:00,9,43.0,8.31,15.3,24.4,Idle,13.009102,80.108138
VH109,Agent_109,Scooter,Porur,2024-01-26 18:06:00,18,14.3,6.87,4.6,38.1,Active,13.062335,80.169074
VH109,Agent_109,Scooter,Porur,2024-03-02 22:53:00,22,34.6,12.75,10.4,24.8,Active,13.04224,80.169161
VH109,Agent_109,Scooter,Porur,2024-01-05 19:49:00,19,43.1,14.8,7.4,23.1,Active,13.072343,80.165394
VH109,Agent_109,Scooter,Porur,2024-02-22 17:35:00,17,31.7,9.44,5.7,47.5,Delayed,13.061573,80.150929
VH109,Agent_109,Scooter,Porur,2024-01-28 22:01:00,22,30.3,11.07,1.8,36.8,Active,13.05664,80.145623
VH110,Agent_110,Bike,Ambattur,2024-01-19 10:07:00,10,36.0,7.03,3.2,29.1,Active,13.157118,80.197714
VH110,Agent_110,Bike,Ambattur,2024-02-28 20:46:00,20,13.2,14.5,14.6,33.4,Active,13.098491,80.157568
VH110,Agent_110,Bike,Ambattur,2024-02-02 16:23:00,16,37.5,13.63,2.4,19.9,Active,13.123616,80.110135
VH110,Agent_110,Bike,Ambattur,2024-02-14 21:47:00,21,40.6,12.62,7.8,52.1,Delayed,13.109776,80.172279
VH110,Agent_110,Bike,Ambattur,2024-03-26 12:33:00,12,17.3,3.77,10.6,48.5,Delayed,13.158469,80.121536
VH110,Agent_110,Bike,Ambattur,2024-03-04 20:12:00,20,47.8,14.35,6.0,45.9,Delayed,13.114336,80.173888
VH110,Agent_110,Bike,Ambattur,2024-02-05 15:09:00,15,42.1,2.18,13.8,43.4,Active,13.091829,80.120421
VH110,Agent_110,Bike,Ambattur,2024-02-06 10:39:00,10,46.1,1.57,1.9,43.2,Active,13.127894,80.16473
VH110,Agent_110,Bike,Ambattur,2024-03-05 13:57:00,13,36.8,2.23,19.9,19.6,Idle,13.109817,80.171576
VH110,Agent_110,Bike,Ambattur,2024-02-03 22:33:00,22,19.4,14.45,1.7,55.8,Delayed,13.148037,80.121773
VH110,Agent_110,Bike,Ambattur,2024-03-01 16:02:00,16,48.6,12.8,4.9,54.9,Delayed,13.148115,80.185081
VH110,Agent_110,Bike,Ambattur,2024-01-18 08:41:00,8,40.2,8.49,5.2,24.6,Active,13.160392,80.158394
VH110,Agent_110,Bike,Ambattur,2024-02-01 23:41:00,23,0.0,7.29,6.5,34.7,Active,13.079669,80.162061
VH111,Agent_111,Scooter,Mylapore,2024-01-04 15:06:00,15,26.4,0.78,2.4,10.7,Active,13.014501,80.309731
VH111,Agent_111,Scooter,Mylapore,2024-03-25 19:48:00,19,51.1,12.98,7.2,59.2,Delayed,13.022292,80.222799
VH111,Agent_111,Scooter,Mylapore,2024-02-16 21:05:00,21,48.9,4.38,13.9,39.1,Active,12.989974,80.259934
VH111,Agent_111,Scooter,Mylapore,2024-01-11 14:31:00,14,32.3,3.6,15.3,49.2,Idle,13.074897,80.305891
VH111,Agent_111,Scooter,Mylapore,2024-03-23 11:26:00,11,20.9,5.19,0.7,49.6,Delayed,13.052705,80.238723
VH111,Agent_111,Scooter,Mylapore,2024-02-23 14:12:00,14,37.6,5.87,16.3,30.2,Idle,13.015452,80.297864
VH111,Agent_111,Scooter,Mylapore,2024-02-28 15:50:00,15,20.3,11.09,9.6,20.1,Active,13.086524,80.220603
VH111,Agent_111,Scooter,Mylapore,2024-03-17 17:29:00,17,33.0,10.91,15.1,51.1,Idle,13.084138,80.264101
VH111,Agent_111,Scooter,Mylapore,2024-01-21 21:15:00,21,39.8,4.49,7.9,35.3,Active,13.071539,80.223839
VH111,Agent_111,Scooter,Mylapore,2024-03-01 17:35:00,17,23.8,7.9,18.6,15.4,Idle,13.084334,80.299297
VH111,Agent_111,Scooter,Mylapore,2024-01-25 12:05:00,12,27.6,4.62,11.9,59.0,Delayed,13.072055,80.311397
VH111,Agent_111,Scooter,Mylapore,2024-01-11 12:10:00,12,27.5,3.29,19.2,22.0,Idle,12.993903,80.238679
VH112,Agent_112,Scooter,Mylapore,2024-01-28 11:24:00,11,21.0,13.47,18.5,44.3,Idle,13.009737,80.264511
VH112,Agent_112,Scooter,Mylapore,2024-01-08 20:26:00,20,24.1,11.49,18.0,48.0,Idle,13.003549,80.232328
VH112,Agent_112,Scooter,Mylapore,2024-02-28 11:16:00,11,26.6,7.17,12.2,59.1,Delayed,13.084108,80.293529
VH112,Agent_112,Scooter,Mylapore,2024-03-19 12:07:00,12,29.3,2.4,15.9,26.0,Idle,13.014637,80.297429
VH112,Agent_112,Scooter,Mylapore,2024-03-15 16:20:00,16,35.8,9.05,4.2,54.1,Delayed,13.019425,80.247538
VH112,Agent_112,Scooter,Mylapore,2024-01-24 14:23:00,14,24.2,4.65,13.0,50.4,Delayed,13.012446,80.253132
VH112,Agent_112,Scooter,Mylapore,2024-02-23 13:36:00,13,25.8,14.02,5.8,28.1,Active,13.054199,80.223856
VH112,Agent_112,Scooter,Mylapore,2024-02-22 16:24:00,16,37.1,10.57,6.6,51.5,Delayed,13.001492,80.251865
VH112,Agent_112,Scooter,Mylapore,2024-03-20 13:31:00,13,23.3,7.63,6.8,50.2,Delayed,13.073266,80.233093
VH113,Agent_113,Bike,Velachery,2024-01-24 11:49:00,11,29.6,6.69,12.2,42.0,Active,12.961742,80.224341
VH113,Agent_113,Bike,Velachery,2024-02-01 09:44:00,9,19.8,2.18,1.4,14.6,Active,13.01188,80.181715
VH113,Agent_113,Bike,Velachery,2024-03-16 20:11:00,20,32.2,2.35,3.1,29.6,Active,12.945908,80.2304
VH113,Agent_113,Bike,Velachery,2024-01-24 09:28:00,9,62.3,11.07,2.1,19.0,Speeding,12.958864,80.216783
VH113,Agent_113,Bike,Velachery,2024-02-18 16:42:00,16,29.0,2.03,4.0,15.0,Active,12.962146,80.250238
VH113,Agent_113,Bike,Velachery,2024-01-09 18:57:00,18,20.0,8.86,13.6,26.2,Active,12.937198,80.209861
VH113,Agent_113,Bike,Velachery,2024-03-17 11:04:00,11,50.9,9.12,11.5,34.9,Active,12.988929,80.234721
VH114,Agent_114,Bike,Tambaram,2024-02-21 11:20:00,11,26.1,4.64,14.2,41.4,Active,12.952605,80.13622
VH114,Agent_114,Bike,Tambaram,2024-02-05 20:35:00,20,34.7,1.03,10.1,41.1,Active,12.958911,80.148945
VH114,Agent_114,Bike,Tambaram,2024-03-24 22:31:00,22,6.9,0.89,2.3,13.3,Active,12.963852,80.087147
VH114,Agent_114,Bike,Tambaram,2024-02-02 15:20:00,15,29.4,8.61,8.7,52.6,Delayed,12.949064,80.099257
VH114,Agent_114,Bike,Tambaram,2024-03-13 22:54:00,22,13.1,8.77,9.2,15.0,Active,12.923218,80.133823
VH114,Agent_114,Bike,Tambaram,2024-01-04 08:30:00,8,41.4,10.57,2.2,35.4,Active,12.91558,80.082823
VH114,Agent_114,Bike,Tambaram,2024-01-27 08:23:00,8,25.6,8.91,9.9,10.5,Active,12.920299,80.126245
VH114,Agent_114,Bike,Tambaram,2024-02-22 19:19:00,19,27.1,13.38,10.8,40.6,Active,12.970044,80.067549
VH114,Agent_114,Bike,Tambaram,2024-03-07 11:22:00,11,26.4,13.01,10.2,12.7,Active,12.931673,80.107931
VH114,Agent_114,Bike,Tambaram,2024-02-14 12:26:00,12,56.6,5.16,8.8,54.3,Delayed,12.897883,80.105266
VH114,Agent_114,Bike,Tambaram,2024-02-15 10:06:00,10,28.1,1.76,12.8,16.0,Active,12.912117,80.116167
VH114,Agent_114,Bike,Tambaram,2024-01-16 18:44:00,18,32.6,8.76,0.4,25.3,Active,12.893427,80.077864
VH114,Agent_114,Bike,Tambaram,2024-02-18 23:27:00,23,16.8,6.62,10.7,56.7,Delayed,12.896771,80.068284
VH115,Agent_115,Scooter,Ambattur,2024-02-18 08:10:00,8,23.4,13.58,11.8,18.6,Active,13.157012,80.201793
VH115,Agent_115,Scooter,Ambattur,2024-03-23 09:44:00,9,40.0,2.5,1.3,58.3,Delayed,13.121426,80.1191
VH115,Agent_115,Scooter,Ambattur,2024-02-28 20:39:00,20,44.6,6.66,1.9,34.9,Active,13.101039,80.113502
VH115,Agent_115,Scooter,Ambattur,2024-03-13 16:32:00,16,23.8,12.4,12.8,27.8,Active,13.119978,80.189312
VH115,Agent_115,Scooter,Ambattur,2024-01-02 19:35:00,19,23.6,13.18,4.3,29.2,Active,13.131576,80.12685
VH115,Agent_115,Scooter,Ambattur,2024-01-02 20:35:00,20,35.8,11.35,2.9,20.6,Active,13.086121,80.192207
VH115,Agent_115,Scooter,Ambattur,2024-02-23 11:59:00,11,19.9,8.48,15.8,49.4,Idle,13.064365,80.191867
VH115,Agent_115,Scooter,Ambattur,2024-02-09 15:02:00,15,19.4,13.32,10.3,23.3,Active,13.143559,80.167533
VH115,Agent_115,Scooter,Ambattur,2024-02-21 08:41:00,8,22.4,12.68,10.1,56.9,Delayed,13.110132,80.139922
VH116,Agent_116,Cycle,Adyar,2024-03-02 17:32:00,17,35.5,11.91,17.4,16.7,Idle,12.960578,80.255113
VH116,Agent_116,Cycle,Adyar,2024-01-05 20:27:00,20,18.8,6.13,2.2,42.4,Active,12.975015,80.297343
VH116,Agent_116,Cycle,Adyar,2024-01-05 13:31:00,13,22.0,0.59,10.1,24.1,Active,12.998007,80.25313
VH116,Agent_116,Cycle,Adyar,2024-02-27 08:52:00,8,22.7,14.37,4.0,33.5,Active,12.999927,80.249499
VH116,Agent_116,Cycle,Adyar,2024-01-01 14:54:00,14,35.5,6.96,16.2,37.9,Idle,13.010891,80.306456
VH116,Agent_116,Cycle,Adyar,2024-02-04 10:22:00,10,23.7,2.92,4.0,14.9,Active,13.033955,80.223571
VH116,Agent_116,Cycle,Adyar,2024-01-11 22:20:00,22,46.7,4.75,0.6,17.9,Active,12.954246,80.226945
VH116,Agent_116,Cycle,Adyar,2024-03-05 16:17:00,16,31.7,10.87,4.3,23.2,Active,13.012713,80.297561
VH116,Agent_116,Cycle,Adyar,2024-01-10 09:49:00,9,4.4,1.89,0.9,35.7,Active,13.002185,80.256628
VH117,Agent_117,Cycle,Adyar,2024-03-19 18:23:00,18,5.0,4.61,6.9,21.4,Active,13.035118,80.222568
VH117,Agent_117,Cycle,Adyar,2024-01-08 15:35:00,15,50.7,2.95,5.2,38.2,Active,12.953697,80.251404
VH117,Agent_117,Cycle,Adyar,2024-03-02 13:41:00,13,23.2,11.51,13.0,53.9,Delayed,13.012032,80.234605
VH117,Agent_117,Cycle,Adyar,2024-01-10 21:06:00,21,34.0,7.17,0.9,20.1,Active,12.96855,80.244475
VH117,Agent_117,Cycle,Adyar,2024-02-07 11:47:00,11,24.6,1.52,6.1,33.6,Active,13.026277,80.219049
VH118,Agent_118,Cycle,Anna Nagar,2024-03-03 16:24:00,16,45.1,7.23,0.6,18.4,Active,13.112277,80.183793
VH118,Agent_118,Cycle,Anna Nagar,2024-01-02 15:12:00,15,38.2,14.72,18.3,51.0,Idle,13.127914,80.198832
VH118,Agent_118,Cycle,Anna Nagar,2024-01-08 22:04:00,22,52.2,12.09,11.3,38.6,Active,13.041617,80.162016
VH118,Agent_118,Cycle,Anna Nagar,2024-02-22 16:39:00,16,31.2,2.27,15.6,23.9,Idle,13.112524,80.183543
VH118,Agent_118,Cycle,Anna Nagar,2024-02-18 15:21:00,15,45.6,8.09,20.0,22.8,Idle,13.069508,80.16311
VH118,Agent_118,Cycle,Anna Nagar,2024-01-28 11:54:00,11,31.1,1.12,10.0,44.2,Active,13.128321,80.18665
VH118,Agent_118,Cycle,Anna Nagar,2024-01-21 14:05:00,14,33.0,3.79,12.9,55.6,Delayed,13.096146,80.22795
VH119,Agent_119,Bike,Ambattur,2024-02-06 12:32:00,12,40.4,5.45,19.0,57.1,Idle,13.159016,80.193286
VH119,Agent_119,Bike,Ambattur,2024-03-03 20:19:00,20,24.5,6.32,3.9,59.9,Delayed,13.138207,80.132546
VH119,Agent_119,Bike,Ambattur,2024-03-13 10:00:00,10,40.5,5.34,3.6,57.5,Delayed,13.163311,80.135988
VH119,Agent_119,Bike,Ambattur,2024-02-08 14:38:00,14,47.7,11.86,17.1,58.9,Idle,13.098297,80.112694
VH119,Agent_119,Bike,Ambattur,2024-01-22 21:44:00,21,10.3,10.24,5.0,23.7,Active,13.098639,80.188257
VH119,Agent_119,Bike,Ambattur,2024-03-21 09:12:00,9,25.3,1.67,1.6,38.4,Active,13.157848,80.123373
VH120,Agent_120,Scooter,Porur,2024-03-09 20:17:00,20,37.7,2.9,2.0,58.5,Delayed,12.992081,80.115936
VH120,Agent_120,Scooter,Porur,2024-01-20 08:35:00,8,27.7,14.68,11.0,38.3,Active,13.002179,80.166221
VH120,Agent_120,Scooter,Porur,2024-01-04 09:12:00,9,31.0,5.81,8.8,47.2,Delayed,13.010566,80.153796
VH120,Agent_120,Scooter,Porur,2024-03-26 12:58:00,12,0.0,6.25,1.7,36.1,Active,13.052091,80.181818
VH120,Agent_120,Scooter,Porur,2024-01-09 22:10:00,22,35.6,11.09,18.1,30.9,Idle,13.076336,80.188441
VH120,Agent_120,Scooter,Porur,2024-03-06 20:07:00,20,48.3,6.54,8.2,13.9,Active,13.061605,80.112261
VH120,Agent_120,Scooter,Porur,2024-01-28 19:28:00,19,18.6,9.47,3.9,21.3,Active,13.026141,80.195159
VH120,Agent_120,Scooter,Porur,2024-01-15 22:56:00,22,51.0,1.04,8.2,29.2,Active,13.075456,80.197618
VH120,Agent_120,Scooter,Porur,2024-02-12 18:31:00,18,43.6,3.15,16.3,44.6,Idle,13.013063,80.125761
VH120,Agent_120,Scooter,Porur,2024-01-22 16:42:00,16,16.7,2.58,19.7,36.5,Idle,13.004363,80.140911
VH120,Agent_120,Scooter,Porur,2024-03-25 09:20:00,9,44.7,6.51,10.7,13.4,Active,12.997889,80.180193
VH120,Agent_120,Scooter,Porur,2024-01-13 19:00:00,19,26.9,7.28,4.5,54.2,Delayed,13.039045,80.135495
VH121,Agent_121,Cycle,Velachery,2024-01-28 08:30:00,8,7.1,13.43,10.1,33.4,Active,12.991108,80.211384
VH121,Agent_121,Cycle,Velachery,2024-03-13 19:42:00,19,29.2,5.79,12.0,33.2,Active,12.947941,80.179658
VH121,Agent_121,Cycle,Velachery,2024-03-19 11:12:00,11,40.9,12.02,7.9,39.1,Active,12.965896,80.2413
VH121,Agent_121,Cycle,Velachery,2024-02-14 13:46:00,13,31.3,4.26,16.8,52.7,Idle,12.997366,80.261155
VH121,Agent_121,Cycle,Velachery,2024-01-20 19:58:00,19,33.2,7.93,13.3,27.5,Active,12.997203,80.257839
VH121,Agent_121,Cycle,Velachery,2024-01-15 17:08:00,17,45.3,10.9,1.3,12.5,Active,12.971452,80.200679
VH122,Agent_122,Bike,Mylapore,2024-02-14 19:02:00,19,28.5,4.84,3.0,11.8,Active,13.044486,80.263998
VH122,Agent_122,Bike,Mylapore,2024-01-07 13:11:00,13,31.1,3.03,9.0,20.2,Active,12.998671,80.315657
VH122,Agent_122,Bike,Mylapore,2024-01-06 23:07:00,23,48.2,13.91,8.5,42.2,Active,12.990044,80.283472
VH122,Agent_122,Bike,Mylapore,2024-03-04 10:56:00,10,37.2,10.2,16.8,12.1,Idle,13.040029,80.227927
VH122,Agent_122,Bike,Mylapore,2024-03-11 19:00:00,19,33.1,10.09,14.6,35.9,Active,13.016436,80.311432
VH123,Agent_123,Scooter,T Nagar,2024-03-13 22:46:00,22,15.1,7.17,19.5,39.6,Idle,13.073674,80.282457
VH123,Agent_123,Scooter,T Nagar,2024-01-20 21:23:00,21,7.1,11.21,20.0,39.7,Idle,12.996835,80.189377
VH123,Agent_123,Scooter,T Nagar,2024-02-10 12:53:00,12,19.7,4.16,15.8,29.6,Idle,13.061001,80.229893
VH123,Agent_123,Scooter,T Nagar,2024-01-03 23:59:00,23,36.7,14.98,1.3,49.0,Delayed,13.017086,80.241863
VH123,Agent_123,Scooter,T Nagar,2024-03-10 22:11:00,22,14.0,10.07,7.0,47.7,Delayed,13.027721,80.266455
VH123,Agent_123,Scooter,T Nagar,2024-01-23 20:39:00,20,28.9,3.11,0.8,40.5,Active,13.026882,80.220356
VH123,Agent_123,Scooter,T Nagar,2024-01-07 20:56:00,20,45.9,3.81,0.7,58.8,Delayed,13.072371,80.216918
VH123,Agent_123,Scooter,T Nagar,2024-02-12 21:11:00,21,11.8,12.56,2.1,16.7,Active,13.075891,80.206224
VH123,Agent_123,Scooter,T Nagar,2024-03-02 12:49:00,12,0.0,5.15,13.2,28.0,Active,13.029899,80.264941
VH123,Agent_123,Scooter,T Nagar,2024-01-08 22:32:00,22,25.1,5.65,7.1,47.7,Delayed,13.037712,80.214429
VH123,Agent_123,Scooter,T Nagar,2024-01-06 13:05:00,13,43.8,8.83,4.1,57.0,Delayed,13.085055,80.195964
VH124,Agent_124,Cycle,Adyar,2024-01-27 17:46:00,17,32.3,8.39,5.8,18.1,Active,13.004357,80.209766
VH124,Agent_124,Cycle,Adyar,2024-03-20 12:09:00,12,35.4,13.36,15.7,26.5,Idle,12.99876,80.247275
VH124,Agent_124,Cycle,Adyar,2024-02-10 23:24:00,23,35.4,1.09,0.2,33.5,Active,13.048315,80.262719
VH124,Agent_124,Cycle,Adyar,2024-01-20 23:13:00,23,18.2,13.78,7.4,54.8,Delayed,13.022675,80.213345
VH124,Agent_124,Cycle,Adyar,2024-01-04 15:06:00,15,18.4,2.98,5.5,23.4,Active,13.01248,80.300348
VH125,Agent_125,Bike,Anna Nagar,2024-03-19 09:22:00,9,27.5,7.44,2.5,23.1,Active,13.101178,80.16778
VH125,Agent_125,Bike,Anna Nagar,2024-01-06 18:55:00,18,38.6,3.25,16.5,21.6,Idle,13.075321,80.243464
VH125,Agent_125,Bike,Anna Nagar,2024-01-13 21:36:00,21,5.4,13.3,1.8,42.2,Active,13.116467,80.221283
VH125,Agent_125,Bike,Anna Nagar,2024-01-12 14:48:00,14,13.5,11.69,0.5,47.7,Delayed,13.045587,80.19559
VH125,Agent_125,Bike,Anna Nagar,2024-01-07 21:13:00,21,21.5,11.51,11.9,29.6,Active,13.076317,80.227682
VH125,Agent_125,Bike,Anna Nagar,2024-01-21 16:51:00,16,23.3,0.81,11.0,12.4,Active,13.074526,80.178278
VH125,Agent_125,Bike,Anna Nagar,2024-01-05 09:47:00,9,32.5,2.52,13.9,57.9,Delayed,13.050681,80.24283
VH125,Agent_125,Bike,Anna Nagar,2024-03-10 20:48:00,20,28.9,7.75,18.6,56.0,Idle,13.05182,80.248033
VH125,Agent_125,Bike,Anna Nagar,2024-01-03 19:02:00,19,23.6,6.51,8.2,56.5,Delayed,13.090704,80.183238
VH126,Agent_126,Scooter,Anna Nagar,2024-02-06 23:38:00,23,51.1,10.33,6.9,36.9,Active,13.130812,80.182145
VH126,Agent_126,Scooter,Anna Nagar,2024-02-06 19:26:00,19,30.2,8.2,3.4,28.8,Active,13.123618,80.25353
VH126,Agent_126,Scooter,Anna Nagar,2024-02-26 20:10:00,20,32.7,2.78,10.3,20.8,Active,13.097982,80.200421
VH126,Agent_126,Scooter,Anna Nagar,2024-03-23 11:07:00,11,38.3,3.45,8.9,14.9,Active,13.11024,80.213229
VH126,Agent_126,Scooter,Anna Nagar,2024-03-08 18:41:00,18,21.2,1.07,17.5,36.8,Idle,13.10815,80.242547
VH126,Agent_126,Scooter,Anna Nagar,2024-01-15 20:54:00,20,51.8,0.84,4.4,59.7,Delayed,13.049644,80.243393
VH126,Agent_126,Scooter,Anna Nagar,2024-02-22 18:42:00,18,44.4,2.47,18.4,11.2,Idle,13.07813,80.198004
VH127,Agent_127,Scooter,Chromepet,2024-01-20 11:50:00,11,31.7,1.43,10.9,22.7,Active,12.993106,80.121317
VH127,Agent_127,Scooter,Chromepet,2024-02-24 21:26:00,21,29.3,0.93,17.9,18.2,Idle,12.95301,80.127047
VH127,Agent_127,Scooter,Chromepet,2024-03-12 08:42:00,8,44.6,6.13,1.4,22.4,Active,12.958904,80.128721
VH127,Agent_127,Scooter,Chromepet,2024-02-01 21:47:00,21,28.9,11.76,9.0,31.7,Active,12.974437,80.130781
VH127,Agent_127,Scooter,Chromepet,2024-03-24 21:35:00,21,35.0,12.77,17.0,35.1,Idle,12.968709,80.176743
VH128,Agent_128,Scooter,Tambaram,2024-01-11 19:37:00,19,28.4,12.06,15.8,50.5,Idle,12.95323,80.076593
VH128,Agent_128,Scooter,Tambaram,2024-01-24 22:26:00,22,37.0,12.1,13.2,50.2,Delayed,12.973933,80.052577
VH128,Agent_128,Scooter,Tambaram,2024-01-01 16:09:00,16,49.8,8.26,6.5,10.0,Active,12.943705,80.062039
VH128,Agent_128,Scooter,Tambaram,2024-02-13 08:53:00,8,42.8,5.04,16.0,36.1,Idle,12.968753,80.068118
VH128,Agent_128,Scooter,Tambaram,2024-01-12 14:50:00,14,14.5,11.63,10.9,52.2,Delayed,12.905622,80.104646
VH128,Agent_128,Scooter,Tambaram,2024-01-19 14:03:00,14,36.9,10.71,7.6,33.7,Active,12.916619,80.066023
VH128,Agent_128,Scooter,Tambaram,2024-01-05 22:16:00,22,26.4,14.46,1.1,53.1,Delayed,12.950628,80.139796
VH128,Agent_128,Scooter,Tambaram,2024-03-22 18:12:00,18,15.5,13.37,10.4,52.6,Delayed,12.883313,80.08931
VH128,Agent_128,Scooter,Tambaram,2024-01-28 08:34:00,8,42.6,0.91,9.1,13.1,Active,12.891202,80.073381
VH128,Agent_128,Scooter,Tambaram,2024-01-22 12:40:00,12,49.9,7.38,7.0,27.9,Active,12.877271,80.133495
VH129,Agent_129,Bike,Tambaram,2024-03-19 17:35:00,17,35.9,8.53,1.9,48.2,Delayed,12.967546,80.091963
